Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),County
6037103200,30.647221284763901,59.972264246091797,55-60%,6349,9.67,67.3,23.03,27.58,60.88,1.65,0,6.88,3.01,Los Angeles County
6037103300,19.5229381087372,36.258194654563802,35-40%,3781,9.92,71.04,19.04,10.66,76.62,0.03,1.19,7.17,4.34,Los Angeles County
6037103400,21.301179241459199,40.544629349470497,40-45%,6416,8.54,72.43,19.03,24.52,54.11,2.4,0,16.16,2.81,Los Angeles County
6037104103,35.392813841988499,68.166918809883995,65-70%,3431,10.03,77.18,12.8,69.98,11.05,12.56,0,5.8,0.61,Los Angeles County
6037104105,40.1179960583544,75.151285930408505,75-80%,6054,11.12,79.48,9.4,74.03,5.7,4.59,0.51,11.31,3.85,Los Angeles County
6037104108,38.768236670212602,73.171961674231,70-75%,6001,14.81,75.34,9.85,83.02,5.45,7.17,0,3.6,0.77,Los Angeles County
6037104124,29.785372257460601,58.282904689863798,55-60%,3875,13.03,72.8,14.17,44.59,31.59,12.67,0.57,8.34,2.25,Los Angeles County
6037104201,47.245939318817697,84.732728189611706,80-85%,4569,13.9,75.38,10.72,89.32,1.23,8.78,0.68,0,0,Los Angeles County
6037104203,42.744293424715202,79.072112960161405,75-80%,5441,14.1,78.51,7.39,88.53,1.51,8.2,0,1.25,0.51,Los Angeles County
6037104204,42.908028400595697,79.336863338376205,75-80%,3679,8.94,80.43,10.63,78.01,9.76,3.78,0,6.69,1.77,Los Angeles County
6037104310,56.859145072301502,93.835098335854795,90-95%,4962,18.46,72.61,8.93,95.61,1.37,1.93,0.16,0.36,0.56,Los Angeles County
6037104320,57.526625689394102,94.225920322743306,90-95%,5292,12.15,75.6,12.24,89.15,2.63,4.61,0.04,1.1,2.48,Los Angeles County
6037104401,63.257922627481697,97.201210287443303,95-100% (highest scores),3270,16.02,72.51,11.47,96.48,1.99,0.43,0,1.1,0,Los Angeles County
6037104403,58.9018620904871,95.057992939989902,95-100% (highest scores),3341,11.4,75.46,13.14,95.51,0.45,0,0,4.04,0,Los Angeles County
6037104404,58.405124188259599,94.717599596570807,90-95%,3084,17.32,74.29,8.4,92.96,2.59,2.01,0,2.17,0.26,Los Angeles County
6037104500,54.889626539150299,92.473524962178502,90-95%,3025,12.66,75.34,12,98.88,0.83,0.03,0.13,0,0.13,Los Angeles County
6037104610,50.249571051794803,88.187090267271799,85-90%,3386,15.45,74.81,9.75,97.19,1.95,0,0.41,0,0.44,Los Angeles County
6037104620,49.1912024034281,87.002017145738805,85-90%,3528,13.55,76.47,9.98,98.24,1.76,0,0,0,0,Los Angeles County
6037104701,58.773224247323697,94.957135653050898,90-95%,4402,16.7,76.47,6.84,94.46,1.32,3.29,0,0.93,0,Los Angeles County
6037104703,74.979087023039895,99.659606656580905,95-100% (highest scores),2174,20.75,73.14,6.12,85.37,5.98,7.96,0.69,0,0,Los Angeles County
6037104704,50.518702423643497,88.426626323751904,85-90%,4321,19.02,71.44,9.53,78.15,6.36,12.84,0,2.06,0.58,Los Angeles County
6037104810,58.686032247457099,94.894099848714106,90-95%,5631,12.93,77.07,10,95.21,3.34,0.21,0.41,0.83,0,Los Angeles County
6037104821,50.470114527445702,88.363590519414998,85-90%,3551,11.26,80.57,8.17,89.27,4.65,2.42,0,3.35,0.31,Los Angeles County
6037104822,58.963269191440197,95.083207261724695,95-100% (highest scores),2839,16.1,75.31,8.59,90.63,2.4,1.23,0,5,0.74,Los Angeles County
6037106010,23.9638072628895,46.709531013615702,45-50%,3093,10.31,73.78,15.91,72,17.78,4.01,0,3.82,2.39,Los Angeles County
6037106020,27.5158851744836,53.983862834089798,50-55%,5420,7.95,77.51,14.54,77.25,19.48,1,0,1.31,0.96,Los Angeles County
6037106111,18.087682673627199,32.9551185073122,30-35%,4191,11.45,73.82,14.72,56.74,27.11,4.41,0.52,10.07,1.15,Los Angeles County
6037106112,33.892548348573698,65.658093797276806,65-70%,5611,11.82,75.87,12.32,69.42,18.36,2.82,0,8.04,1.37,Los Angeles County
6037106113,36.086368367911199,69.301563287947602,65-70%,3697,9.66,75.74,14.61,71.68,15.44,3.79,0.73,8.36,0,Los Angeles County
6037106114,39.413611796726499,73.991427130610205,70-75%,6324,18.15,73.94,7.91,88.28,3.59,3.29,0,4.51,0.33,Los Angeles County
6037106403,26.225152406980602,51.3615733736763,50-55%,3667,11.84,76.3,11.86,90.48,7.64,1.69,0,0.19,0,Los Angeles County
6037106405,35.406691859977698,68.192133131618803,65-70%,4758,16.69,73.64,9.67,74.4,16.98,6.47,0,1.37,0.78,Los Angeles County
6037106406,34.120046289695303,66.074130105900196,65-70%,5839,13.29,71.23,15.48,68.74,21.2,1.03,0,7.16,1.87,Los Angeles County
